Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
505;21100409809;"Studies in Ethnicity and Nationalism";journal;"17549469";0,290;Q2;7;13;89;605;65;78;0,55;46,54;United Kingdom;"John Wiley and Sons Ltd";"2015-ongoing";"Sociology and Political Science (Q2)"
506;21100862232;"Intersections (Hungary)";journal;"2416089X";0,289;Q2;6;26;89;1413;71;85;0,73;54,35;Hungary;"Centre for Social Sciences of the Hungarian Academy of Sciences";"2015-ongoing";"Law (Q2); Sociology and Political Science (Q2)"
507;21100805774;"Acta Politologica";journal;"18038220, 18041302";0,288;Q2;2;19;28;908;16;25;0,64;47,79;Czech Republic;"Institute of Political Studies, Charles University";"2016-ongoing";"Sociology and Political Science (Q2)"
508;19700170283;"Fathering";journal;"1933026X, 15376680";0,288;Q2;10;0;16;0;24;16;0,00;0,00;United States;"Men's Studies Press";"2012-2015";"Anthropology (Q2); Sociology and Political Science (Q2); Health (social science) (Q3); Social Psychology (Q3)"
509;17600155220;"Geneses";journal;"11553219";0,288;Q2;19;32;106;1311;31;99;0,43;40,97;France;"Editions Belin";"2000-ongoing";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q2); Public Administration (Q3)"
510;5600152881;"Human Affairs";journal;"12103055";0,288;Q2;9;38;121;1080;31;118;0,27;28,42;Germany;"Walter de Gruyter GmbH";"2001, 2012-ongoing";"Law (Q2); Philosophy (Q2); Sociology and Political Science (Q2)"
511;11600153783;"Review of Faith and International Affairs";journal;"15570274";0,288;Q2;8;36;125;1197;63;113;0,30;33,25;United Kingdom;"Taylor & Francis";"2009-ongoing";"Religious Studies (Q1); Sociology and Political Science (Q2)"
512;19700177314;"Revista de Cercetare si Interventie Sociala";journal;"15833410, 15845397";0,288;Q2;14;79;203;2664;161;203;0,83;33,72;Romania;"Expert Projects Publishing";"2008-ongoing";"Sociology and Political Science (Q2); Health (social science) (Q3); Social Psychology (Q3)"
513;145582;"Educational Research for Policy and Practice";journal;"15702081";0,287;Q2;19;26;45;1252;28;43;0,66;48,15;Netherlands;"Kluwer Academic Publishers";"2004-ongoing";"Sociology and Political Science (Q2); Education (Q3)"
514;21100217205;"Journal of Borderlands Studies";journal;"08865655";0,287;Q2;9;75;129;2580;86;95;0,83;34,40;United Kingdom;"Taylor and Francis Inc.";"1986-1995, 2012-ongoing";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Geography, Planning and Development (Q3)"
515;17400154833;"Journal of Transportation Security";journal;"19387741, 1938775X";0,287;Q2;12;15;34;503;24;34;0,57;33,53;Germany;"Springer Verlag";"2009-ongoing";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Management Science and Operations Research (Q3); Safety Research (Q3); Transportation (Q3)"
516;14600154704;"Pacific Focus";journal;"12254657, 19765118";0,287;Q2;10;22;56;846;27;56;0,38;38,45;United States;"Wiley-Blackwell";"1986-1995, 2007-ongoing";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
517;5700168058;"European Journal of Crime, Criminal Law and Criminal Justice";journal;"15718174, 09289569";0,286;Q2;15;12;56;612;22;52;0,47;51,00;Netherlands;"Martinus Nijhoff Publishers";"1996-2000, 2002-ongoing";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
518;21100372604;"Journal of Applied Research on Children";journal;"21555834";0,286;Q2;7;0;60;0;42;57;0,23;0,00;United States;"Texas Medical Center Library";"2014-ongoing";"Sociology and Political Science (Q2); Developmental and Educational Psychology (Q3); Education (Q3)"
519;12915;"Space Policy";journal;"02659646";0,286;Q2;21;22;110;1003;72;103;0,49;45,59;United Kingdom;"Elsevier Ltd.";"1985-ongoing";"Sociology and Political Science (Q2); Economics and Econometrics (Q3); Space and Planetary Science (Q4)"
520;17032;"Berliner Journal für Soziologie";journal;"08631808";0,285;Q2;13;12;90;800;32;79;0,39;66,67;Germany;"Walter de Gruyter GmbH";"1992-1993, 1996-1999, 2001-ongoing";"Sociology and Political Science (Q2)"
521;5600155015;"German Politics and Society";journal;"10450300";0,285;Q2;3;22;68;745;35;66;0,57;33,86;United States;"Center for European Studies, Harvard University";"2015-ongoing";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q2)"
522;21100456188;"Journal of the Middle East and Africa";journal;"21520844, 21520852";0,285;Q2;6;22;63;816;19;61;0,25;37,09;United Kingdom;"Taylor and Francis Ltd.";"2010-2013, 2015-ongoing";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
523;12100155623;"The Forum for Social Economics";journal;"07360932";0,285;Q2;6;45;71;866;35;46;0,81;19,24;United States;"Taylor and Francis Inc.";"1971, 1975-1998, 2004, 2012-2014, 2016-ongoing";"Sociology and Political Science (Q2); Economics and Econometrics (Q3)"
524;21100838801;"African Evaluation Journal";journal;"23065133, 23104988";0,283;Q2;3;13;16;300;14;15;0,93;23,08;South Africa;"OpenJournals Publishing AOSIS (Pty) Ltd";"2017-ongoing";"Sociology and Political Science (Q2); Development (Q3)"
525;21100820755;"Zeitschrift fur Vergleichende Politikwissenschaft";journal;"18652646, 18652654";0,283;Q2;10;38;87;1790;45;76;0,57;47,11;Germany;"Springer Verlag";"2007-ongoing";"Sociology and Political Science (Q2)"
526;9500153906;"Asia Pacific Journal of Social Work and Development";journal;"02185385";0,282;Q2;9;30;61;1128;36;53;0,61;37,60;United Kingdom;"Taylor & Francis";"1991-1998, 2005-ongoing";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Social Work (Q4)"
527;25885;"Issues and Studies";journal;"10132511";0,282;Q2;16;19;54;960;18;53;0,10;50,53;Taiwan;"World Scientific Publishing Co";"1972-1975, 1978, 1980, 1985, 1995-ongoing";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
528;21100329895;"Behavioral Sciences of Terrorism and Political Aggression";journal;"19434480, 19434472";0,281;Q2;12;22;39;1168;56;37;1,40;53,09;United States;"Routledge";"2009-ongoing";"Political Science and International Relations (Q2); Sociology and Political Science (Q2); Social Psychology (Q3)"
529;22273;"Peace Economics, Peace Science and Public Policy";journal;"10792457";0,281;Q2;14;26;85;846;38;83;0,34;32,54;Germany;"Walter de Gruyter GmbH";"2001-ongoing";"Political Science and International Relations (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3); Management, Monitoring, Policy and Law (Q3)"
530;5600153133;"Sociedade e Estado";journal;"19805462, 01026992";0,281;Q2;10;43;127;1670;40;106;0,33;38,84;Brazil;"Editora Universidade de Brasilia";"2007-ongoing";"Sociology and Political Science (Q2); Geography, Planning and Development (Q3)"
531;18162;"Sotsiologicheskie issledovaniia";journal;"01321625";0,280;Q2;9;205;640;3042;270;633;0,43;14,84;Russian Federation;"Izdatel'stvo Nauka";"1981-1982, 1984-1986, 2002-ongoing";"Sociology and Political Science (Q2)"
532;18032;"Sociologia";journal;"00491225";0,278;Q2;11;28;75;1526;35;74;0,41;54,50;Slovakia;"Slovak Academic Press Ltd.";"1998, 2002-ongoing";"Sociology and Political Science (Q2)"
533;21100395926;"Asian Journal of Law and Society";journal;"20529023, 20529015";0,277;Q2;5;24;59;1241;26;57;0,46;51,71;United Kingdom;"Cambridge University Press";"2014-ongoing";"Law (Q2); Sociology and Political Science (Q2)"
534;19900188083;"Island Studies Journal";journal;"17152593";0,277;Q2;14;20;97;1011;112;91;1,25;50,55;Canada;"University of Prince Edward Island";"2010-ongoing";"Political Science and International Relations (Q2); Sociology and Political Science (Q2); Geography, Planning and Development (Q3)"
535;19700201467;"Journal of Civil Society";journal;"17448689, 17448697";0,277;Q2;14;21;78;1126;64;75;0,90;53,62;United Kingdom;"Taylor and Francis Inc.";"2010-ongoing";"Sociology and Political Science (Q2)"
536;5700153725;"Representations";journal;"07346018";0,277;Q2;29;23;88;1282;56;88;0,51;55,74;United States;"University of California Press";"1983, 1986-1988, 1996-ongoing";"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2); Gender Studies (Q2); Sociology and Political Science (Q2)"
537;26579;"Revista Europea de Estudios Latinoamericanos y del Caribe/European Review of Latin American and Caribbean Studies";journal;"09240608";0,277;Q2;7;0;50;0;28;49;0,60;0,00;Netherlands;"Centre for Latin American Research and Documentation/Centro de Estudios y Documentación Latinoamericanos (CEDLA)";"1996, 2001, 2012-ongoing";"History (Q1); Sociology and Political Science (Q2)"
538;26853;"The Middle East Journal";journal;"00263141";0,277;Q2;33;25;74;1403;45;61;0,71;56,12;United States;"Johns Hopkins University Press";"1976, 1979-1980, 1983-1986, 1996-ongoing";"Sociology and Political Science (Q2); Geography, Planning and Development (Q3)"
539;21100442094;"Social Inclusion";journal;"21832803";0,276;Q2;9;48;192;2231;196;171;0,84;46,48;Portugal;"Cogitatio Press";"2013-ongoing";"Sociology and Political Science (Q2); Social Psychology (Q3)"
540;19900192720;"China Economic Journal";journal;"17538963, 17538971";0,275;Q2;13;21;64;364;51;58;0,76;17,33;United Kingdom;"Routledge";"2010-ongoing";"Cultural Studies (Q1); Economics, Econometrics and Finance (miscellaneous) (Q2); Sociology and Political Science (Q2)"
541;5600153391;"Historical Materialism";journal;"14654466";0,275;Q2;26;34;136;1394;37;136;0,24;41,00;Netherlands;"Brill";"2002-ongoing";"History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
542;15016;"Social Work Research";journal;"15456838, 10705309";0,275;Q2;48;27;77;1077;73;69;0,93;39,89;United Kingdom;"Oxford University Press";"1994-ongoing";"Sociology and Political Science (Q2); Social Work (Q4)"
543;15887;"Journal of Urban History";journal;"00961442";0,274;Q2;23;88;184;2128;79;178;0,34;24,18;United States;"SAGE Publications";"1974-ongoing";"History (Q1); Sociology and Political Science (Q2); Urban Studies (Q2)"
544;23925;"Commonwealth and Comparative Politics";journal;"14662043";0,273;Q2;24;25;72;1293;57;70;0,72;51,72;United Kingdom;"Frank Cass Publishers";"2002-ongoing";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
545;21100199539;"Politica Criminal";journal;"07183399";0,273;Q2;5;32;73;1940;15;73;0,17;60,63;Chile;"Centro de Estudios de Derecho Penal de la Universidad de Talca";"2011-ongoing";"Law (Q2); Sociology and Political Science (Q2)"
546;19700167906;"Economia Politica";journal;"11202890";0,272;Q2;9;43;69;1946;53;60;0,84;45,26;Switzerland;"Springer International Publishing AG";"2008-ongoing";"Sociology and Political Science (Q2); Economics and Econometrics (Q3); Finance (Q3)"
547;5600155086;"Rhetoric and  Public Affairs";journal;"10948392";0,272;Q2;11;8;74;1279;21;73;0,21;159,88;United States;"Michigan State University";"2010-ongoing";"Communication (Q2); Language and Linguistics (Q2); Linguistics and Language (Q2); Sociology and Political Science (Q2)"
548;24187;"Human Studies";journal;"1572851X, 01638548";0,271;Q2;24;36;93;1316;109;86;0,74;36,56;Netherlands;"Kluwer Academic Publishers";"1978-1980, 1982-ongoing";"Philosophy (Q2); Sociology and Political Science (Q2)"
549;15647;"Journal of Historical Sociology";journal;"14676443, 09521909";0,269;Q2;22;50;91;2780;70;90;0,88;55,60;United Kingdom;"Blackwell Publishing Inc.";"1982, 1988-ongoing";"History (Q1); Sociology and Political Science (Q2)"
550;19900191541;"Asian Politics and Policy";journal;"19430787, 19430779";0,268;Q2;10;42;123;1825;50;109;0,53;43,45;United States;"Wiley-Blackwell";"2009-ongoing";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
551;19700173245;"Journal of Legal, Ethical and Regulatory Issues";journal;"15440036";0,268;Q3;7;99;93;2267;41;93;0,46;22,90;United States;"Allied Academies";"2009-ongoing";"Law (Q2); Sociology and Political Science (Q3)"
552;18128;"Sociologisk Forskning";journal;"00380342";0,268;Q2;6;32;80;1079;19;66;0,32;33,72;Sweden;"Swedish Sociological Association";"1996-ongoing";"Sociology and Political Science (Q2)"
553;19177;"History of Political Thought";journal;"0143781X";0,267;Q3;20;8;87;752;32;85;0,41;94,00;United Kingdom;"Imprint Academic";"1984, 1987, 1996-ongoing";"History (Q1); Philosophy (Q2); Sociology and Political Science (Q3)"
554;19700170065;"Journal of Asian Public Policy";journal;"17516242, 17516234";0,267;Q3;9;36;73;1670;51;62;0,74;46,39;United Kingdom;"Routledge";"2010-ongoing";"Public Administration (Q3); Sociology and Political Science (Q3)"
555;21100259119;"Journal of International and Comparative Social Policy";journal;"21699763, 2169978X";0,267;Q3;9;22;48;1218;51;44;0,86;55,36;United States;"Taylor and Francis Ltd.";"2013-ongoing";"Social Sciences (miscellaneous) (Q2); Health (social science) (Q3); Sociology and Political Science (Q3)"
556;17018;"New Perspectives on Turkey";journal;"08966346, 13053299";0,265;Q3;14;19;51;621;32;41;0,85;32,68;United Kingdom;"Cambridge University Press";"1993, 1995, 1999-2002, 2008-ongoing";"Cultural Studies (Q1); History (Q1); Economics and Econometrics (Q3); Sociology and Political Science (Q3)"
557;23442;"Politics and the Life Sciences";journal;"14715457, 07309384";0,265;Q3;17;26;49;1500;26;40;0,52;57,69;United Kingdom;"Cambridge University Press";"1983-1984, 1986-ongoing";"Social Sciences (miscellaneous) (Q2); Public Administration (Q3); Sociology and Political Science (Q3)"
558;19700175179;"Estudios Constitucionales";journal;"07185200, 07180195";0,263;Q3;8;21;93;791;14;69;0,13;37,67;Chile;"Editorial Universidad de Talca";"2009-ongoing";"Law (Q2); Sociology and Political Science (Q3)"
559;14594;"Social Work/Maatskaplike Werk";journal;"00378054";0,263;Q3;14;34;100;1578;32;96;0,23;46,41;South Africa;"University of Stellenbosch";"1972-1978, 1994-ongoing";"Sociology and Political Science (Q3); Social Work (Q4)"
560;5700163232;"Contemporary Political Theory";journal;"14708914, 14769336";0,262;Q3;11;35;88;1934;44;82;0,39;55,26;United Kingdom;"Palgrave Macmillan Ltd.";"2009-ongoing";"Political Science and International Relations (Q2); Sociology and Political Science (Q3)"
561;12100157016;"International Journal of Law, Crime and Justice";journal;"17560616";0,261;Q3;23;49;104;2670;103;102;0,82;54,49;Netherlands;"Elsevier BV";"2008-ongoing";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q3)"
562;19900191551;"International Review of the Red Cross";journal;"16075889, 18163831";0,261;Q3;32;15;172;0;93;156;0,20;0,00;United Kingdom;"Cambridge University Press";"2005-ongoing";"Law (Q2); Sociology and Political Science (Q3)"
563;21100465083;"Israel Studies Review";journal;"21590370, 21590389";0,259;Q3;3;23;46;868;23;41;0,50;37,74;United States;"Berghahn Books Inc.";"2015-ongoing";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q3)"
564;21100371203;"Revista de Derecho Politico";journal;"21745625";0,258;Q3;3;42;119;1690;19;114;0,17;40,24;Spain;"Universidad Nacional de Educacion a Distancia (UNED)";"2014-ongoing";"Law (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
565;18112;"Sociologicky Casopis";journal;"00380288, 2336128X";0,258;Q3;17;47;116;1775;71;113;0,57;37,77;Czech Republic;"Akademie Ved Ceske Republiky";"1992, 1997-1998, 2002-ongoing";"Sociology and Political Science (Q3)"
566;21100200653;"Information Polity";journal;"18758754, 15701255";0,257;Q3;31;29;64;1445;125;60;1,71;49,83;Netherlands;"IOS Press";"2002-ongoing";"Communication (Q3); Geography, Planning and Development (Q3); Information Systems (Q3); Public Administration (Q3); Sociology and Political Science (Q3)"
567;21100793841;"First Amendment Studies";journal;"21689725, 21689733";0,256;Q3;3;6;30;50;22;20;1,14;8,33;United Kingdom;"Taylor and Francis Ltd.";"2013-2014, 2016-ongoing";"Law (Q2); Communication (Q3); Sociology and Political Science (Q3)"
568;24150;"International Journal of Middle East Studies";journal;"14716380, 00207438";0,256;Q3;37;84;180;1773;102;162;0,54;21,11;United Kingdom;"Cambridge University Press";"1970-ongoing";"History (Q1); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)"
569;15693;"Journal of Modern Italian Studies";journal;"1354571X";0,256;Q3;20;34;107;1361;50;102;0,42;40,03;United Kingdom;"Routledge";"1995-ongoing";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
570;6500153239;"Vulnerable Children and Youth Studies";journal;"17450136, 17450128";0,256;Q3;18;40;98;1308;65;93;0,65;32,70;United Kingdom;"Routledge";"2006-ongoing";"Health (social science) (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4)"
571;5700168554;"Cultural and Social History";journal;"14780038, 14780046";0,255;Q3;14;37;99;2814;35;91;0,29;76,05;United Kingdom;"Taylor & Francis";"2008-ongoing";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q3)"
572;5700168238;"Politologicky Casopis";journal;"12113247, 18059503";0,255;Q3;3;13;42;800;31;40;0,86;61,54;Czech Republic;"International Institute of Political Science and the Masaryk University Press";"2015-ongoing";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
573;17600155322;"Revista Espanola de Sociologia";journal;"15782824";0,255;Q3;7;37;88;1251;44;82;0,38;33,81;Spain;"Federacion Espanola de Sociologia";"2010-ongoing";"Sociology and Political Science (Q3)"
574;5700165092;"Global Change, Peace and Security";journal;"14781158";0,254;Q3;13;27;69;1242;35;65;0,44;46,00;United Kingdom;"Routledge";"2008-ongoing";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
575;5700163444;"Russian Review";journal;"00360341";0,254;Q3;23;26;80;1181;43;76;0,55;45,42;United Kingdom;"Blackwell Publishing Inc.";"1973, 1978, 1981, 1983, 1985, 1987, 1996-ongoing";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Language and Linguistics (Q2); Linguistics and Language (Q2); Sociology and Political Science (Q3)"
576;5700164130;"Latino Studies";journal;"14763443, 14763435";0,253;Q3;14;33;101;1257;46;87;0,40;38,09;United Kingdom;"Palgrave Macmillan Ltd.";"2009-ongoing";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q3)"
577;21100199115;"Rusin";journal;"18572685";0,253;Q3;7;63;199;1562;50;186;0,36;24,79;Moldova;"Association 'Rus'";"2011-ongoing";"History (Q1); Literature and Literary Theory (Q1); Anthropology (Q2); Language and Linguistics (Q2); Linguistics and Language (Q2); Sociology and Political Science (Q3)"
578;24884;"Scottish Journal of Political Economy";journal;"14679485, 00369292";0,252;Q3;44;41;76;1391;68;75;0,60;33,93;United Kingdom;"Blackwell Publishing Inc.";"1954-ongoing";"Economics and Econometrics (Q3); Sociology and Political Science (Q3)"
579;23425;"Politicka Misao";journal;"00323241";0,250;Q3;2;18;94;684;24;91;0,23;38,00;Croatia;"Fakultet politickih Znanosti";"1985, 2015-ongoing";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
580;5700168544;"Adoption & Fostering";journal;"1740469X, 03085759";0,248;Q3;23;37;105;1037;53;84;0,61;28,03;United Kingdom;"SAGE Publications Inc.";"1996-ongoing";"Law (Q2); Health (social science) (Q3); Social Psychology (Q3); Sociology and Political Science (Q3); Human Factors and Ergonomics (Q4)"
581;19900192514;"Dynamics of Asymmetric Conflict: Pathways toward Terrorism and Genocide";journal;"17467594, 17467586";0,248;Q3;8;17;35;755;49;31;1,46;44,41;United Kingdom;"Routledge";"2010-ongoing";"Cultural Studies (Q1); Law (Q2); Political Science and International Relations (Q3); Social Psychology (Q3); Sociology and Political Science (Q3)"
582;5600153515;"Asian Studies Review";journal;"10357823, 14678403";0,247;Q3;16;38;106;2261;66;100;0,51;59,50;United States;"Routledge";"1970, 1990-1995, 2008-ongoing";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q3)"
583;12573;"Food and Foodways";journal;"07409710";0,247;Q3;12;17;47;908;27;42;0,55;53,41;United Kingdom;"Taylor & Francis";"1985-1994, 1999, 2001, 2007-ongoing";"Cultural Studies (Q1); Anthropology (Q2); Food Science (Q3); Health (social science) (Q3); Sociology and Political Science (Q3)"
584;12600154765;"Japanese Journal of Political Science";journal;"14681099, 14740060";0,246;Q3;17;43;88;2195;48;85;0,37;51,05;United Kingdom;"Cambridge University Press";"2000-ongoing";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
585;15024;"Africa Today";journal;"15271978, 00019887";0,245;Q3;27;16;79;593;51;59;0,59;37,06;United States;"Indiana University Press";"1981, 1984, 1993, 1996-ongoing";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3)"
586;21100381293;"Children Australia";journal;"10350772, 20497776";0,245;Q3;5;37;108;1319;47;102;0,43;35,65;United Kingdom;"Cambridge University Press";"2008, 2014-ongoing";"Health (social science) (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4)"
587;5600155076;"Revista de Estudios Sociales";journal;"0123885X";0,245;Q3;8;38;176;1845;43;140;0,21;48,55;Colombia;"Universidad de los Andes";"2009-ongoing";"Cultural Studies (Q1); History (Q1); Arts and Humanities (miscellaneous) (Q2); Gender Studies (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
588;5600152973;"Analisis Politico";journal;"01214705";0,244;Q3;5;29;80;1396;20;79;0,27;48,14;Colombia;"Universidad Nacional de Colombia";"1996, 2007-ongoing";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
589;18800156723;"Asia-Pacific Social Science Review";journal;"01198386";0,244;Q3;5;66;84;2319;39;67;0,76;35,14;Philippines;"De la Salle University";"2009-ongoing";"History (Q1); Economics and Econometrics (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
590;28925;"Loisir et Societe";journal;"07053436";0,244;Q3;21;28;94;1384;64;84;0,82;49,43;United Kingdom;"Taylor & Francis";"1978-ongoing";"Metals and Alloys (Q3); Sociology and Political Science (Q3)"
591;21100454915;"Cliodynamics";journal;"23737530";0,239;Q3;4;5;44;275;26;34;0,48;55,00;United States;"University of California eScholarship Repository";"2015-ongoing";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q3); Modeling and Simulation (Q4)"
592;21100386855;"Heritage and Society";journal;"2159032X, 21590338";0,239;Q3;6;4;32;191;32;27;0,80;47,75;United Kingdom;"Maney Publishing";"2011, 2014-ongoing";"Cultural Studies (Q1); Anthropology (Q2); Conservation (Q2); Sociology and Political Science (Q3)"
593;4700153002;"International Journal of Law, Policy and the Family";journal;"13609939";0,239;Q3;20;21;53;925;39;53;0,71;44,05;United States;"Oxford University Press";"1996-1997, 2002, 2004-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
594;5700164339;"Lua Nova - Revista de Cultura e Politica";journal;"01026445";0,239;Q3;10;35;106;1322;21;102;0,19;37,77;Brazil;"Cedec";"2006-ongoing";"Sociology and Political Science (Q3)"
595;19700183052;"Open Political Science Journal";journal;"18749496";0,239;Q3;4;0;1;0;1;1;0,00;0,00;Netherlands;"Bentham Science Publishers B.V.";"2008-2015";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
596;5600152703;"Journal of Policy Practice";journal;"15588742, 15588750";0,238;Q3;12;0;64;0;36;63;0,57;0,00;United States;"Haworth Press Inc.";"2006-ongoing";"Public Administration (Q3); Sociology and Political Science (Q3)"
597;5700167003;"Cultural Politics";journal;"17432197";0,237;Q3;9;22;83;816;33;72;0,39;37,09;United States;"Duke University Press";"2012-ongoing";"Cultural Studies (Q1); Communication (Q3); Sociology and Political Science (Q3)"
598;21100814520;"Latin American Policy";journal;"20417373, 20417365";0,237;Q3;3;17;39;902;15;34;0,44;53,06;United Kingdom;"John Wiley and Sons Ltd";"2016-ongoing";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
599;100147340;"Socialism and Democracy";journal;"08854300";0,236;Q3;11;20;96;654;31;82;0,51;32,70;United Kingdom;"Taylor & Francis";"1985-1992, 1995, 2005-ongoing";"Sociology and Political Science (Q3)"
600;21100812553;"Filosofia Theoretica";journal;"22768386, 24085987";0,235;Q3;5;24;44;766;21;40;0,58;31,92;Nigeria;"Calabar School of Philosophy (CSP)";"2014-ongoing";"Cultural Studies (Q1); Religious Studies (Q1); Philosophy (Q2); Sociology and Political Science (Q3)"
601;21100400185;"Girlhood Studies";journal;"19388209, 19388322";0,235;Q3;3;26;91;751;26;84;0,34;28,88;United States;"Berghahn Books Inc.";"2015-ongoing";"Education (Q3); Gender Studies (Q3); Social Psychology (Q3); Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4); Life-span and Life-course Studies (Q4)"
602;4000152133;"Journal of Public Deliberation";journal;"19372841";0,235;Q3;19;18;22;954;19;22;0,86;53,00;United States;"Berkeley Electronic Press";"2006-2011, 2017-ongoing";"Sociology and Political Science (Q3)"
603;19900190213;"Journal of Current Southeast Asian Affairs";journal;"18684882, 18681034";0,233;Q3;5;11;50;623;62;49;1,53;56,64;Germany;"Institut fur Asienkunde";"2015-ongoing";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
604;15256;"Korean Journal of Defense Analysis";journal;"10163271";0,233;Q3;8;24;97;1128;21;96;0,20;47,00;South Korea;"Korea Institute for Defense Analyses";"1996-ongoing";"Political Science and International Relations (Q3); Safety Research (Q3); Sociology and Political Science (Q3)"
605;7200153158;"Law and Practice of International Courts and Tribunals";journal;"15691853, 15718034";0,233;Q3;10;24;69;683;18;66;0,29;28,46;Netherlands;"Brill";"2007-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
606;21100818507;"Monitoring Obshchestvennogo Mneniya: Ekonomichekie i Sotsial'nye Peremeny";journal;"22195467";0,233;Q3;3;55;178;1209;35;174;0,20;21,98;Russian Federation;"Russian Public Opinion Research Center, VCIOM";"2016-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q2); Sociology and Political Science (Q3)"
607;21100797848;"Potchefstroom Electronic Law Journal";journal;"17273781";0,233;Q3;4;30;191;932;46;180;0,23;31,07;South Africa;"North-West University";"2016-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
608;18775;"Sociologie du Travail";journal;"00380296";0,232;Q3;23;18;72;711;39;69;0,63;39,50;France;"Elsevier Masson";"1972, 1980, 1988, 1994-ongoing";"Industrial Relations (Q3); Sociology and Political Science (Q3)"
609;26079;"Journal of Palestine Studies";journal;"0377919X, 15338614";0,231;Q3;26;13;98;455;39;79;0,52;35,00;United States;"University of California Press";"1986, 1991-ongoing";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3)"
610;17653;"Comparative Sociology";journal;"15691322, 15691330";0,230;Q3;23;26;92;1558;39;90;0,49;59,92;Netherlands;"Brill";"1999-ongoing";"Sociology and Political Science (Q3)"
611;5600155275;"Historia y Comunicacion Social";journal;"19883056, 11370734";0,230;Q3;6;36;95;1007;28;89;0,26;27,97;Spain;"Universidad Complutense de Madrid";"2010-ongoing";"History (Q1); Communication (Q3); Sociology and Political Science (Q3)"
612;19700174724;"International Journal of Migration, Health and Social Care";journal;"20428650, 17479894";0,228;Q3;11;34;79;1661;49;79;0,60;48,85;United Kingdom;"Emerald Group Publishing Ltd.";"2005-ongoing";"Health (social science) (Q3); Law (Q3); Sociology and Political Science (Q3)"
613;23484;"Polity";journal;"17441684, 00323497";0,228;Q3;24;39;87;2031;40;79;0,62;52,08;United States;"Palgrave Macmillan Ltd.";"1995-ongoing";"Sociology and Political Science (Q3)"
614;18157;"Sojourn";journal;"02179520";0,227;Q3;16;27;81;1278;37;68;0,38;47,33;Singapore;"Institute of Southeast Asian Studies";"1988-1993, 1995-1996, 1999-2001, 2005-ongoing";"Anthropology (Q2); Sociology and Political Science (Q3)"
