Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
234;21100384222;"Egyptian Journal of Forensic Sciences";journal;"20905939, 2090536X";0,320;Q2;13;74;150;2118;149;145;0,95;28,62;Switzerland;"Springer International Publishing AG";"2011-ongoing";"Law (Q2); Health (social science) (Q3); Pathology and Forensic Medicine (Q3)"
235;20500195116;"Probation Journal";journal;"17413079, 02645505";0,320;Q2;29;39;129;1111;85;95;1,19;28,49;United Kingdom;"SAGE Publications Ltd";"1929-1949, 1954-1956, 1959, 1962, 1965-ongoing";"Law (Q2)"
236;12100155627;"Trends in Organized Crime";journal;"10844791";0,320;Q2;20;18;56;1184;59;51;1,53;65,78;United States;"Springer New York LLC";"1995-2002, 2004-ongoing";"Law (Q2)"
237;24010;"Constitutional Political Economy";journal;"15729966, 10434062";0,319;Q2;26;23;65;999;34;64;0,66;43,43;Netherlands;"Kluwer Academic Publishers";"1990-ongoing";"Philosophy (Q1); Law (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3)"
238;11700154386;"Journal of Intellectual Property";journal;"15599493";0,315;Q2;4;31;64;667;17;64;0,27;21,52;United States;"Illinois Institute of Technology";"2008-ongoing";"Philosophy (Q1); Law (Q2)"
239;34981;"Journal of Social Welfare and Family Law";journal;"09649069";0,314;Q2;22;41;125;1302;66;113;0,46;31,76;United Kingdom;"Routledge";"1979, 1982, 1987-1988, 1991-ongoing";"Law (Q2); Sociology and Political Science (Q2)"
240;5600155459;"Journal of Legal Pluralism and Unofficial Law";journal;"07329113";0,313;Q2;19;26;71;1322;47;62;0,61;50,85;United Kingdom;"Taylor and Francis Ltd.";"1969-1990, 1992-1993, 1996-2003, 2010, 2013, 2015-ongoing";"Law (Q2)"
241;21100224006;"Journal of World Energy Law and Business";journal;"17549965, 17549957";0,313;Q2;6;31;100;1174;48;96;0,44;37,87;United States;"Oxford University Press";"2012-ongoing";"Energy (miscellaneous) (Q2); Law (Q2); Management, Monitoring, Policy and Law (Q3)"
242;11700154202;"Revista Chilena de Derecho";journal;"07183437, 07160747";0,313;Q2;7;37;130;1641;20;122;0,15;44,35;Chile;"Facultad de Derecho, Universidad Catolica de Chile";"2008-ongoing";"Law (Q2)"
243;19763;"Federal Probation";journal;"00149128";0,311;Q2;30;5;68;194;21;65;0,29;38,80;United States;"Administrative Office of the United States Courts, Federal Correctons and Supervision Division";"1974-1982, 1996-ongoing";"Law (Q2); Pathology and Forensic Medicine (Q3)"
244;21100241737;"International Journal of Law in the Built Environment";journal;"17561450";0,311;Q2;10;0;47;0;41;45;0,60;0,00;United Kingdom;"Emerald Group Publishing Ltd.";"2009-ongoing";"Law (Q2); Urban Studies (Q2); Management, Monitoring, Policy and Law (Q3)"
245;17600155342;"Lex Localis";journal;"15815374";0,311;Q2;10;49;145;2075;93;145;0,62;42,35;Slovenia;"Institut za Lokalno Samoupravo in Javna Narocila";"2009-ongoing";"Law (Q2); Public Administration (Q3)"
246;21100215947;"Homeland Security Affairs";journal;"1558643X";0,309;Q2;5;9;24;378;9;22;0,33;42,00;United States;"Naval Postgraduate School Center for Homeland Defense and Security";"2012-ongoing";"Law (Q2); Public Administration (Q3); Safety Research (Q3)"
247;28916;"IEEE Security and Privacy";journal;"15407993";0,308;Q2;64;70;278;729;425;233;1,83;10,41;United States;"IEEE Computer Society";"2003-ongoing";"Computer Networks and Communications (Q2); Electrical and Electronic Engineering (Q2); Law (Q2)"
248;9500154032;"The Journal of legal medicine";journal;"01947648, 1521057X";0,308;Q2;17;17;45;897;19;28;0,85;52,76;United Kingdom;"Taylor & Francis";"1974-1975, 1979-ongoing";"Law (Q2); Medicine (miscellaneous) (Q3)"
249;19700173116;"Journal of Children's Services";journal;"17466660";0,307;Q2;18;11;80;396;65;78;0,61;36,00;United Kingdom;"Emerald Group Publishing Ltd.";"2006-ongoing";"Law (Q2); Sociology and Political Science (Q2); Developmental and Educational Psychology (Q3); Education (Q3); Health (social science) (Q3)"
250;13038;"Cleveland state law review";journal;"00098876";0,303;Q2;3;14;48;1481;14;48;0,29;105,79;United States;"Cleveland State University";"1974-1975, 1980, 1982-1983, 1990, 1995, 1997, 1999, 2001, 2016-ongoing";"Law (Q2)"
251;14109;"Recht und Psychiatrie";journal;"07242247";0,303;Q2;10;25;49;426;25;39;0,73;17,04;Germany;"Psychiatrie Verlag GmbH";"1999-ongoing";"Law (Q2); Health Policy (Q3); Psychiatry and Mental Health (Q3)"
252;25049;"American Journal of Comparative Law";journal;"0002919X";0,301;Q2;37;39;66;2631;40;63;0,54;67,46;United States;"American Society of Comparative Law";"1974, 1977, 1985-1988, 1990, 1995-ongoing";"Law (Q2); Social Sciences (miscellaneous) (Q2)"
253;5700165146;"New Criminal Law Review";journal;"19334206, 19334192";0,300;Q2;14;17;52;696;37;52;0,84;40,94;United States;"University of California Press";"2007-ongoing";"Law (Q2)"
254;12871;"Federal Register";journal;"00976326";0,299;Q2;45;546;2120;285;423;1201;0,41;0,52;United States;"U.S. Office of the Federal Register";"1973-ongoing";"Law (Q2); Public Administration (Q3)"
255;20600195510;"Journal of Aggression, Conflict and Peace Research";journal;"20428715, 17596599";0,299;Q2;14;34;78;1465;52;73;0,59;43,09;United Kingdom;"Emerald Group Publishing Ltd.";"2009-ongoing";"Law (Q2); Sociology and Political Science (Q2); Health (social science) (Q3); Social Psychology (Q3)"
256;17504;"Social and Legal Studies";journal;"09646639";0,295;Q2;37;62;98;3376;112;95;1,30;54,45;United States;"SAGE Publications";"1992-ongoing";"Law (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)"
257;21100832752;"Journal of International Arbitration";journal;"2212182X, 02558106";0,291;Q2;1;21;41;672;4;41;0,10;32,00;United Kingdom;"Wolters Kluwer (UK) Ltd.";"2017-ongoing";"Law (Q2)"
258;19637;"Crime, Law and Social Change";journal;"09254994";0,289;Q2;38;88;144;5589;153;132;1,13;63,51;Netherlands;"Kluwer Academic Publishers";"1991-ongoing";"Law (Q2); Social Sciences (miscellaneous) (Q2); Pathology and Forensic Medicine (Q3)"
259;21100862232;"Intersections (Hungary)";journal;"2416089X";0,289;Q2;6;26;89;1413;71;85;0,73;54,35;Hungary;"Centre for Social Sciences of the Hungarian Academy of Sciences";"2015-ongoing";"Law (Q2); Sociology and Political Science (Q2)"
260;21100365076;"University of Pennsylvania Journal of International Law";journal;"19380283";0,289;Q2;7;20;52;2182;26;52;0,56;109,10;United States;"University of Pennsylvania Law School";"2014-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q2); Law (Q2)"
261;5600152881;"Human Affairs";journal;"12103055";0,288;Q2;9;38;121;1080;31;118;0,27;28,42;Germany;"Walter de Gruyter GmbH";"2001, 2012-ongoing";"Law (Q2); Philosophy (Q2); Sociology and Political Science (Q2)"
262;21100217205;"Journal of Borderlands Studies";journal;"08865655";0,287;Q2;9;75;129;2580;86;95;0,83;34,40;United Kingdom;"Taylor and Francis Inc.";"1986-1995, 2012-ongoing";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Geography, Planning and Development (Q3)"
263;17400154833;"Journal of Transportation Security";journal;"19387741, 1938775X";0,287;Q2;12;15;34;503;24;34;0,57;33,53;Germany;"Springer Verlag";"2009-ongoing";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2); Management Science and Operations Research (Q3); Safety Research (Q3); Transportation (Q3)"
264;5700168058;"European Journal of Crime, Criminal Law and Criminal Justice";journal;"15718174, 09289569";0,286;Q2;15;12;56;612;22;52;0,47;51,00;Netherlands;"Martinus Nijhoff Publishers";"1996-2000, 2002-ongoing";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
265;40064;"Medicine, Science and the Law";journal;"00258024";0,285;Q2;30;41;157;1261;87;134;0,59;30,76;United Kingdom;"SAGE Publications Inc.";"1960-ongoing";"Law (Q2); Health Policy (Q3); Issues, Ethics and Legal Aspects (Q3)"
266;20387;"Journal of Scandinavian Studies in Criminology and Crime Prevention";journal;"16512340, 14043858";0,281;Q2;19;18;46;871;33;40;0,75;48,39;United Kingdom;"Taylor & Francis";"2001-ongoing";"Law (Q2)"
267;21100814521;"Denver Law Review";journal;"24696471, 24696463";0,280;Q2;16;16;99;1827;28;93;0,31;114,19;United States;"University of Denver Sturm College of Law";"2015-ongoing";"Law (Q2)"
268;21100395926;"Asian Journal of Law and Society";journal;"20529023, 20529015";0,277;Q2;5;24;59;1241;26;57;0,46;51,71;United Kingdom;"Cambridge University Press";"2014-ongoing";"Law (Q2); Sociology and Political Science (Q2)"
269;145600;"International Journal of Law and Information Technology";journal;"09670769";0,277;Q2;14;11;43;576;42;43;1,03;52,36;United Kingdom;"Oxford University Press";"1993-1995, 2004-ongoing";"Law (Q2); Library and Information Sciences (Q2)"
270;5300152704;"Journal of forensic nursing";journal;"15563693";0,275;Q2;17;39;114;1070;69;91;0,55;27,44;United States;"Lippincott Williams & Wilkins Ltd.";"2005-ongoing";"Law (Q2); Issues, Ethics and Legal Aspects (Q3); Medicine (miscellaneous) (Q3); Nursing (miscellaneous) (Q3); Pathology and Forensic Medicine (Q3); Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3)"
271;21100228053;"Law and Development Review";journal;"19433867";0,275;Q2;5;30;54;2251;38;51;0,58;75,03;Germany;"Walter de Gruyter GmbH";"2012-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q2); Law (Q2); Development (Q3)"
272;21100432496;"Revista de Derecho Privado";journal;"01234366, 23462442";0,275;Q2;2;24;94;1328;11;93;0,13;55,33;Colombia;"Universidad Externado de Colombia";"2015-ongoing";"Law (Q2)"
273;4500151526;"Review of Law and Economics";journal;"15555879";0,274;Q2;16;23;69;824;22;68;0,21;35,83;Germany;"Walter de Gruyter GmbH";"2006-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q2); Law (Q2)"
274;27986;"Juvenile and Family Court Journal";journal;"01617109";0,273;Q2;17;19;45;887;33;44;0,61;46,68;United States;"Wiley-Blackwell";"1953-1954, 1961-1969, 1971, 1977-ongoing";"Law (Q2); Social Sciences (miscellaneous) (Q2)"
275;21100199539;"Politica Criminal";journal;"07183399";0,273;Q2;5;32;73;1940;15;73;0,17;60,63;Chile;"Centro de Estudios de Derecho Penal de la Universidad de Talca";"2011-ongoing";"Law (Q2); Sociology and Political Science (Q2)"
276;19800188055;"Journal of Financial Crime";journal;"17587239, 13590790";0,271;Q2;18;76;161;2995;123;155;0,68;39,41;United Kingdom;"Emerald Group Publishing Ltd.";"1993-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q2); Law (Q2)"
277;5600157617;"Criminal Law and Philosophy";journal;"18719791, 18719805";0,270;Q2;15;60;133;1291;91;128;0,78;21,52;Germany;"Springer Verlag";"2007-ongoing";"Law (Q2); Philosophy (Q2)"
278;130055;"Public Organization Review";journal;"15667170, 15737098";0,269;Q2;23;52;107;2586;105;101;0,89;49,73;Netherlands;"Kluwer Academic Publishers";"2005-ongoing";"Law (Q2); Business, Management and Accounting (miscellaneous) (Q3)"
279;19700173245;"Journal of Legal, Ethical and Regulatory Issues";journal;"15440036";0,268;Q2;7;99;93;2267;41;93;0,46;22,90;United States;"Allied Academies";"2009-ongoing";"Law (Q2); Sociology and Political Science (Q3)"
280;19900191877;"Tydskrif vir die Suid-Afrikaanse Reg";journal;"19962207, 02577747";0,265;Q2;4;51;147;2616;20;147;0,12;51,29;South Africa;"Juta and Company Ltd";"2009-2015";"Law (Q2)"
281;21100841760;"Howard Journal of Crime and Justice";journal;"20591101, 20591098";0,264;Q2;4;28;54;1646;53;52;1,02;58,79;United States;"John Wiley & Sons Inc.";"2016-ongoing";"Law (Q2)"
282;19700175179;"Estudios Constitucionales";journal;"07185200, 07180195";0,263;Q2;8;21;93;791;14;69;0,13;37,67;Chile;"Editorial Universidad de Talca";"2009-ongoing";"Law (Q2); Sociology and Political Science (Q3)"
283;15455;"Louisiana Law Review";journal;"00246859";0,263;Q2;12;37;98;2963;19;70;0,15;80,08;United States;"Louisiana State University";"1974-1976, 1979-1980, 1983-1985, 1991-1993, 1997-ongoing";"Law (Q2)"
284;21100829207;"European Company and Financial Law Review";journal;"16132556, 16132548";0,262;Q2;2;30;50;2359;11;42;0,26;78,63;Germany;"Walter de Gruyter GmbH";"2016-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q2); Law (Q2)"
285;12100157016;"International Journal of Law, Crime and Justice";journal;"17560616";0,261;Q2;23;49;104;2670;103;102;0,82;54,49;Netherlands;"Elsevier BV";"2008-ongoing";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q3)"
286;19900191551;"International Review of the Red Cross";journal;"16075889, 18163831";0,261;Q2;32;15;172;0;93;156;0,20;0,00;United Kingdom;"Cambridge University Press";"2005-ongoing";"Law (Q2); Sociology and Political Science (Q3)"
287;25690;"Cornell International Law Journal";journal;"00108812";0,259;Q2;23;9;25;834;31;25;1,23;92,67;United States;"Cornell University Press";"1992, 1996-ongoing";"Law (Q2); Political Science and International Relations (Q3)"
288;21100371203;"Revista de Derecho Politico";journal;"21745625";0,258;Q2;3;42;119;1690;19;114;0,17;40,24;Spain;"Universidad Nacional de Educacion a Distancia (UNED)";"2014-ongoing";"Law (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
289;14435;"Current legal problems";journal;"20448422, 00701998";0,257;Q2;7;0;38;0;28;38;0,52;0,00;United Kingdom;"Oxford University Press";"1983, 2014-ongoing";"Law (Q2)"
290;21100793841;"First Amendment Studies";journal;"21689725, 21689733";0,256;Q2;3;6;30;50;22;20;1,14;8,33;United Kingdom;"Taylor and Francis Ltd.";"2013-2014, 2016-ongoing";"Law (Q2); Communication (Q3); Sociology and Political Science (Q3)"
291;17568;"Law and Philosophy";journal;"15730522, 01675249";0,255;Q2;26;27;66;635;57;62;1,00;23,52;Netherlands;"Kluwer Academic Publishers";"1982-ongoing";"Law (Q2); Philosophy (Q2)"
292;5700168402;"Law and Literature";journal;"1535685X";0,254;Q2;10;29;70;1179;18;60;0,13;40,66;United Kingdom;"Taylor & Francis";"1989-2003, 2007, 2010-ongoing";"Law (Q2)"
293;14306;"Harvard Journal on Legislation";journal;"0017808X";0,253;Q2;15;7;48;536;42;41;1,26;76,57;United States;"Harvard University, Law School, Publication Center";"1975, 1978-1979, 1983, 1987-1992, 1996-ongoing";"Law (Q2)"
294;39526;"IIC International Review of Intellectual Property and Competition Law";journal;"00189855";0,253;Q2;13;48;129;1233;53;104;0,59;25,69;Germany;"Springer International Publishing AG";"1982, 1989, 1991, 1994-ongoing";"Law (Q2); Political Science and International Relations (Q3)"
295;21100236610;"Rechtsgeschichte";journal;"16194993";0,252;Q2;5;21;170;1551;26;166;0,15;73,86;Germany;"Vittorio Klostermann";"2011-ongoing";"History (Q1); Law (Q2)"
296;24681;"American Business Law Journal";journal;"00027766";0,251;Q2;21;14;55;1281;19;43;0,31;91,50;United Kingdom;"Blackwell Publishing Inc.";"1963-ongoing";"Law (Q2); Business and International Management (Q3)"
297;5100155067;"Revista de Estudios Historico-Juridicos";journal;"07165455";0,250;Q2;5;28;56;1404;13;56;0,30;50,14;Chile;"Pontificia Universidad Católica de Valparaíso";"1997-ongoing";"History (Q1); Law (Q2)"
298;21100235613;"ACDI Anuario Colombiano de Derecho Internacional";journal;"20271131";0,248;Q2;2;10;36;510;7;30;0,28;51,00;Colombia;"Asociacion Cavelier Del Derecho, Universidad del Rosario";"2012-ongoing";"Law (Q2)"
299;5700168544;"Adoption & Fostering";journal;"1740469X, 03085759";0,248;Q2;23;37;105;1037;53;84;0,61;28,03;United Kingdom;"SAGE Publications Inc.";"1996-ongoing";"Law (Q2); Health (social science) (Q3); Social Psychology (Q3); Sociology and Political Science (Q3); Human Factors and Ergonomics (Q4)"
300;19900192514;"Dynamics of Asymmetric Conflict: Pathways toward Terrorism and Genocide";journal;"17467594, 17467586";0,248;Q2;8;17;35;755;49;31;1,46;44,41;United Kingdom;"Routledge";"2010-ongoing";"Cultural Studies (Q1); Law (Q2); Political Science and International Relations (Q3); Social Psychology (Q3); Sociology and Political Science (Q3)"
301;19700169852;"Indiana Journal of Global Legal Studies";journal;"10800727";0,246;Q2;10;34;86;2639;35;83;0,48;77,62;United States;"Indiana University Press";"2013-ongoing";"Law (Q2)"
302;144984;"Res Publica";journal;"13564765, 15728692";0,246;Q2;16;48;83;1519;39;76;0,43;31,65;Netherlands;"Springer Netherlands";"1994-ongoing";"Law (Q2); Philosophy (Q2)"
303;21100803316;"Valori e Valutazioni";journal;"20362404";0,246;Q2;6;20;36;646;87;31;2,81;32,30;Italy;"Societa Italiana di Estimo e Valutazione (SIEV)";"2016-ongoing";"Law (Q2); Decision Sciences (miscellaneous) (Q3); Finance (Q3); Strategy and Management (Q3)"
304;21100264819;"Vniversitas";journal;"00419060, 20111711";0,245;Q2;2;12;71;638;6;69;0,09;53,17;Colombia;"Pontificia Universidad Javeriana";"2012-ongoing";"Law (Q2)"
305;145657;"Conflict Resolution Quarterly";journal;"15365581";0,243;Q2;19;29;81;1207;50;68;0,89;41,62;United States;"John Wiley & Sons Inc.";"2005-ongoing";"Law (Q2); Psychology (miscellaneous) (Q3)"
306;13220;"European Journal of Health Law";journal;"09290273, 15718093";0,243;Q2;19;18;135;729;53;131;0,39;40,50;Netherlands;"Martinus Nijhoff Publishers";"1994-ongoing";"Law (Q2); Health Policy (Q3)"
307;7200153135;"Forensische Psychiatrie, Psychologie, Kriminologie";journal;"18627072, 18627080";0,243;Q2;12;51;136;1416;40;120;0,40;27,76;Germany;"Springer Verlag";"2007-ongoing";"Law (Q2); Psychiatry and Mental Health (Q3); Applied Psychology (Q4)"
308;29266;"Buffalo Law Review";journal;"00239356";0,242;Q3;16;11;76;177;22;72;0,23;16,09;United States;"Faculty of Law and Jurisprudence, State University of New York";"1973-1976, 1978-1979, 1982, 1990-1994, 1996, 1999-2000, 2002-ongoing";"Law (Q3)"
309;12683;"The American journal of jurisprudence";journal;"00658995";0,241;Q3;4;14;40;435;18;40;0,45;31,07;United States;"University of Notre Dame, Law School";"1973-1975, 1977, 1981, 1987, 1997, 2000, 2016-ongoing";"Law (Q3)"
310;21100237213;"Danube";journal;"18048285, 18046746";0,240;Q3;6;13;48;501;23;48;0,38;38,54;Germany;"De Gruyter Open";"2010-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q2); Law (Q3)"
311;21100375851;"Anuario de Psicologia Juridica";journal;"11330740, 21740542";0,239;Q3;6;10;44;498;26;41;0,52;49,80;Spain;"Elsevier Doyma";"2013-ongoing";"Law (Q3); Applied Psychology (Q4); Pathology and Forensic Medicine (Q4)"
312;21100253392;"Asian Journal of International Law";journal;"20442513";0,239;Q3;9;23;34;711;19;32;0,25;30,91;United Kingdom;"Cambridge University Press";"2011-ongoing";"Law (Q3)"
313;21100232428;"International Journal of Law and Management";journal;"1754243X";0,239;Q3;10;102;130;4328;96;130;0,68;42,43;United Kingdom;"Emerald Group Publishing Ltd.";"2008-ongoing";"Law (Q3); Organizational Behavior and Human Resource Management (Q3)"
314;4700153002;"International Journal of Law, Policy and the Family";journal;"13609939";0,239;Q3;20;21;53;925;39;53;0,71;44,05;United States;"Oxford University Press";"1996-1997, 2002, 2004-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
315;19700187808;"Journal of Medical Ethics and History of Medicine";journal;"20080387";0,238;Q3;10;16;48;534;46;47;0,75;33,38;Iran;"Tehran University of Medical Sciences";"2008-ongoing";"History (Q1); Computer Science (miscellaneous) (Q2); Law (Q3)"
316;5700165138;"Law and History Review";journal;"07382480";0,236;Q3;24;29;96;2609;38;86;0,47;89,97;United Kingdom;"Cambridge University Press";"1983-ongoing";"History (Q1); Law (Q3)"
317;7200153158;"Law and Practice of International Courts and Tribunals";journal;"15691853, 15718034";0,233;Q3;10;24;69;683;18;66;0,29;28,46;Netherlands;"Brill";"2007-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
318;21100797848;"Potchefstroom Electronic Law Journal";journal;"17273781";0,233;Q3;4;30;191;932;46;180;0,23;31,07;South Africa;"North-West University";"2016-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
319;21100856416;"BioLaw Journal";journal;"22844503";0,231;Q3;3;42;149;1768;25;129;0,19;42,10;Italy;"University of Trento";"2014-ongoing";"Philosophy (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Biotechnology (Q3); Health Policy (Q3); Law (Q3); Medicine (miscellaneous) (Q3)"
320;110097;"Food and Drug Law Journal";journal;"1064590X";0,231;Q3;18;19;74;2066;37;71;0,43;108,74;United States;"Food and Drug Law Institute";"1992-ongoing";"Law (Q3); Medicine (miscellaneous) (Q3); Pharmacology (Q3); Public Health, Environmental and Occupational Health (Q4)"
321;26216;"European Journal of Migration and Law";journal;"1388364X, 15718166";0,230;Q3;26;15;55;296;28;54;0,50;19,73;Netherlands;"Martinus Nijhoff Publishers";"1999-ongoing";"Demography (Q3); Law (Q3)"
322;19700172902;"International Journal of the Legal Profession";journal;"09695958, 14699257";0,230;Q3;10;20;63;956;24;56;0,44;47,80;United Kingdom;"Carfax Publishing Ltd.";"1994-1995, 2009-ongoing";"Law (Q3); Strategy and Management (Q3)"
323;21100850516;"European Journal of Legal Studies";journal;"19732937";0,229;Q3;2;0;21;0;12;21;0,57;0,00;Italy;"European University Institute, Law Department";"2017-ongoing";"Law (Q3)"
324;21100310006;"Boletin de la Asociacion Internacional de Derecho Cooperativo";journal;"1134993X";0,228;Q3;4;19;40;462;18;40;0,58;24,32;Spain;"Asociacion Internacional de Derecho Cooperativo";"2013-ongoing";"Law (Q3)"
325;19700174724;"International Journal of Migration, Health and Social Care";journal;"20428650, 17479894";0,228;Q3;11;34;79;1661;49;79;0,60;48,85;United Kingdom;"Emerald Group Publishing Ltd.";"2005-ongoing";"Health (social science) (Q3); Law (Q3); Sociology and Political Science (Q3)"
326;16227;"Journal of Law and Medicine";journal;"1320159X";0,228;Q3;16;91;186;5221;124;177;0,70;57,37;Australia;"Lawbook Co.";"1994, 2001-ongoing";"Health Policy (Q3); Law (Q3); Medicine (miscellaneous) (Q3); Issues, Ethics and Legal Aspects (Q4)"
327;18100156704;"International Review of Law, Computers and Technology";journal;"13600869, 13646885";0,227;Q3;10;27;62;863;35;51;0,84;31,96;United Kingdom;"Carfax Publishing Ltd.";"1984, 1986-1987, 1989, 1991-1995, 2009-ongoing";"Computer Science Applications (Q3); Law (Q3)"
328;21100830426;"Journal of Criminological Research, Policy and Practice";journal;"2056385X, 20563841";0,225;Q3;3;22;72;1273;37;67;0,48;57,86;United Kingdom;"Emerald Group Publishing Ltd.";"2015-ongoing";"Health (social science) (Q3); Law (Q3); Public Administration (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)"
329;12685;"American Journal of Law and Medicine";journal;"00988588";0,224;Q3;25;29;77;2101;53;69;0,63;72,45;United States;"SAGE Publications Inc.";"1975-ongoing";"Health (social science) (Q3); Law (Q3); Medicine (miscellaneous) (Q3)"
330;25902;"South African Journal on Human Rights";journal;"02587203, 19962126";0,223;Q3;11;27;81;912;22;78;0,31;33,78;United Kingdom;"Taylor & Francis";"1986, 1992-1993, 2008-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
331;5700166959;"Human Rights Review";journal;"15248879";0,222;Q3;17;19;54;1272;37;53;0,82;66,95;Netherlands;"Springer Netherlands";"2000-ongoing";"Law (Q3); Sociology and Political Science (Q3)"
332;12256;"Cambridge Law Journal";journal;"00081973";0,220;Q3;21;64;155;671;47;111;0,47;10,48;United Kingdom;"Cambridge University Press";"1921-1939, 1941-1998, 2000-ongoing";"Law (Q3)"
333;21100843497;"Accounting, Economics and Law";journal;"21522820";0,219;Q3;12;22;60;668;24;56;0,30;30,36;Germany;"Walter de Gruyter GmbH";"2017-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3); Accounting (Q4)"
334;18133;"Law Teacher";journal;"03069400";0,217;Q3;7;49;93;1249;29;76;0,25;25,49;United Kingdom;"Taylor & Francis";"1967-1995, 2002, 2010-ongoing";"Education (Q3); Law (Q3)"
335;21100264821;"Studi sulla Questione Criminale";journal;"18284973";0,216;Q3;3;22;50;481;8;44;0,14;21,86;Italy;"Carocci Editore";"2013-ongoing";"Law (Q3)"
336;21100855983;"Arbitration International";journal;"09570411, 18758398";0,215;Q3;16;28;110;884;34;98;0,27;31,57;United Kingdom;"Oxford University Press";"1996-ongoing";"Business and International Management (Q3); Law (Q3)"
337;21100407655;"Banks and Bank Systems";journal;"19917074, 18167403";0,214;Q3;12;60;166;2064;70;166;0,50;34,40;Ukraine;"Business Perspectives";"2006-ongoing";"Finance (Q3); Law (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3)"
338;13201;"Communication Law and Policy";journal;"10811680";0,212;Q3;9;13;42;540;14;41;0,38;41,54;United States;"Lawrence Erlbaum Associates Inc.";"2005-ongoing";"Communication (Q3); Law (Q3)"
339;20383;"Temple Law Review";journal;"08998086";0,212;Q3;14;22;78;2896;21;66;0,35;131,64;United States;"Temple University";"1992-1994, 1996-ongoing";"Law (Q3)"
340;5700164027;"International Criminal Law Review";journal;"1567536X";0,209;Q3;20;31;125;1309;41;122;0,32;42,23;Netherlands;"Martinus Nijhoff Publishers";"2001-ongoing";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
341;18200156703;"Journal of International Trade Law and Policy";journal;"14770024";0,209;Q3;7;11;27;423;18;27;0,93;38,45;United Kingdom;"Emerald Group Publishing Ltd.";"2002-ongoing";"Economics, Econometrics and Finance (miscellaneous) (Q3); Industrial Relations (Q3); Law (Q3); Political Science and International Relations (Q3)"
342;21100820624;"Oxford Journal of Law and Religion";journal;"20470770, 20470789";0,208;Q3;8;29;136;1053;34;92;0,41;36,31;United Kingdom;"Oxford University Press";"2012-2013, 2016-ongoing";"Religious Studies (Q1); Law (Q3)"
343;19700167919;"Revue Internationale de Criminologie et de Police Technique et Scientifique";journal;"14244683";0,207;Q3;6;35;75;1130;8;71;0,08;32,29;Switzerland;"M. Meichtry";"2009-ongoing";"Law (Q3); Social Sciences (miscellaneous) (Q3)"
344;19700177700;"European Energy and Environmental Law Review";journal;"18793886";0,206;Q3;12;16;36;431;24;31;0,73;26,94;Netherlands;"Kluwer Law International";"2008-ongoing";"Geography, Planning and Development (Q3); Law (Q3); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4)"
345;5800213394;"Information and Communications Technology Law";journal;"13600834";0,206;Q3;6;15;47;406;28;44;0,71;27,07;United Kingdom;"Carfax Publishers";"1992-1995, 2009-ongoing";"Communication (Q3); Law (Q3); Computer Science Applications (Q4)"
346;21100828958;"Capital Markets Law Journal";journal;"17507227, 17507219";0,204;Q3;5;28;88;557;36;78;0,56;19,89;United Kingdom;"Oxford University Press";"2006, 2014-ongoing";"Finance (Q3); Law (Q3)"
347;5800207616;"Revista de Llengua i Dret";journal;"02125056";0,204;Q3;4;48;117;732;16;116;0,14;15,25;Spain;"Escola d'Administracio Publica de Catalunya";"2011-ongoing";"Language and Linguistics (Q2); Linguistics and Language (Q2); Law (Q3)"
348;145539;"International Journal for the Semiotics of Law";journal;"09528059";0,201;Q3;12;55;105;2557;29;96;0,28;46,49;Netherlands;"Kluwer Academic Publishers";"1988-2002, 2005-ongoing";"Language and Linguistics (Q2); Law (Q3)"
